edge,clr,aracne,grnboost,mrnet,tinge,wgcna
AT1G56650-AT4G14090,5.1296919999999995,,450.11505,0.0291385959843797,,0.0025338090605732
AT5G23010-AT5G61420,4.842979,,,0.0606829162706393,,0.0191005243856592
AT5G12870-AT5G62380,5.111786,,,0.0229569335501904,,0.00203805021726302
AT5G07690-AT5G23010,3.287201,,,0.0564567089025377,,0.0170807519655214
AT5G05410-AT5G59720,4.4261099999999995,,,0.0211496537704367,,0.00130742208160335
AT3G60750-AT4G36540,3.453058,,,0.0475538200891878,,0.0621855347165598
AT3G56400-AT3G57260,3.5038440000000004,,,0.04750643071255901,,0.00477102638699341
AT3G54320-AT5G15530,0.44890699999999994,,,0.0514306770708114,,1.52525241813289e-05
AT3G54320-AT5G15530,0.44890699999999994,,,0.0514306770708114,,0.006690788473706261
AT3G54320-AT5G15530,2.946054,,,0.0514306770708114,,1.52525241813289e-05
AT3G54320-AT5G15530,2.946054,,,0.0514306770708114,,0.006690788473706261
AT3G44750-AT5G17430,2.030008,,,0.0491646507738605,,0.0056873740157581286
AT4G39950-AT5G60890,5.259306,,254.15673999999999,0.0862478706981507,0.26884600000000003,0.0148136791792718
AT4G37750-AT5G60690,5.419448,,,0.0359713908280905,,0.00275864876825084
AT4G34160-AT4G37750,15.647602,0.42318528988259424,887.50323,0.21803534876271,0.33816599999999997,0.047535476574463
AT4G32880-AT4G37650,4.6518440000000005,,,0.0263976494940061,,0.0017006459750495801
AT4G31920-AT5G62920,3.3417879999999998,,,0.0548218944859699,,0.004439606441544471
AT4G31500-AT5G60890,5.662225,0.3942520493256831,,0.0655998857630023,,0.00807024966287242
AT4G27410-AT5G51070,4.6065,,,0.0134403815412715,,0.00160715283597001
AT4G25480-AT5G52310,4.454551,,,0.0154279311029231,,0.00011833553547576499
AT4G25470-AT5G59820,3.4661910000000002,,,0.0483049887123064,,0.00186765599933824
AT4G25470-AT4G25480,12.891433000000001,0.2476767493892441,1136.1536,0.108758941864485,0.16792100000000001,0.00495628414671138
AT4G25470-AT4G25490,9.015514999999999,0.2823472754352457,1148.9127,0.0451670774297581,0.16154000000000002,0.00507527497235601
AT4G13770-AT5G61420,9.691257,0.4716909680743727,1135.6682,0.0998225863982008,0.343949,0.0640192904963435
